VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,airport_fee,pu_borough,pu_zone,pu_service_zone,do_borough,do_zone,do_service_zone,reason
2,2024-01-01 21:29:48,2024-01-01 22:30:48,1.0,5.6592115117768165,2.0,N,102,135,1,-1.0,0.0,0.5,4.021934653794026,0.0,0.3,23.20104703548096,0.0,1.25,Queens,Glendale,Boro Zone,Queens,Kew Gardens Hills,Boro Zone,negative_fare
1,2024-01-01 23:48:24,2024-01-02 00:23:24,1.0,1.8429457798041968,1.0,N,130,230,1,-1.0,0.0,0.5,0.9399076704308668,0.0,0.3,7.477211627165595,0.0,0.0,Queens,Jamaica,Boro Zone,Manhattan,Times Sq/Theatre District,Yellow Zone,negative_fare
1,2024-01-02 00:47:31,2024-01-02 02:09:31,4.0,2.6683914150954617,1.0,N,130,126,1,-1.0,0.5,0.5,1.2994919876586666,6.55,0.3,22.128390884216653,0.0,0.0,Queens,Jamaica,Boro Zone,Bronx,Hunts Point,Boro Zone,negative_fare
2,2024-01-02 00:49:24,2024-01-02 00:58:24,5.0,0.0,1.0,N,253,109,1,4.834776334230469,0.0,0.5,0.9585909955036247,0.0,0.3,7.093367329734093,2.5,1.25,Queens,Willets Point,Boro Zone,Staten Island,Great Kills,Boro Zone,zero_distance
2,2025-06-01 00:00:00,2024-01-02 01:37:30,4.0,4.630182856335464,4.0,Y,25,251,2,14.37034832546452,0.5,0.5,0.0,0.0,0.3,15.67034832546452,0.0,0.0,Brooklyn,Boerum Hill,Boro Zone,Staten Island,Westerleigh,Boro Zone,future_date
1,2024-01-02 02:20:49,2024-01-02 03:21:49,5.0,4.501245680068865,1.0,N,17,147,1,-1.0,0.5,0.5,1.9729300081733552,0.0,0.3,16.458167969231106,2.5,1.25,Brooklyn,Bedford,Boro Zone,Bronx,Longwood,Boro Zone,negative_fare
2,2024-01-02 03:25:50,2024-01-02 03:33:50,0.0,0.1,1.0,N,149,125,1,2.5,1.0,0.5,0.3659622834359829,0.0,0.3,4.165962283435983,0.0,1.25,Brooklyn,Madison,Boro Zone,Manhattan,Hudson Sq,Yellow Zone,zero_passengers
1,2024-01-02 05:14:12,2024-01-02 06:18:12,2.0,0.0,3.0,Y,260,80,2,10.201612526932154,0.5,0.5,0.0,1.75,0.3,13.251612526932155,2.5,0.0,Queens,Woodside,Boro Zone,Brooklyn,East Williamsburg,Boro Zone,zero_distance
2,2024-01-02 05:18:33,2024-01-02 05:23:33,1.0,0.0,1.0,Y,47,22,1,40.74235047816424,0.0,0.5,4.353360589714699,0.0,0.3,46.395711067878935,2.5,1.25,Bronx,Claremont/Bathgate,Boro Zone,Brooklyn,Bensonhurst West,Boro Zone,zero_distance
1,2024-01-02 05:58:27,2024-01-02 07:10:27,6.0,0.0,3.0,N,152,113,1,11.305881665968034,0.5,0.5,2.3622619710493558,6.55,0.3,21.518143637017392,2.5,1.25,Manhattan,Manhattanville,Boro Zone,Manhattan,Greenwich Village North,Yellow Zone,zero_distance
1,2024-01-02 06:21:26,2024-01-02 06:49:26,2.0,0.0,5.0,Y,154,1,1,7.234569099762467,0.5,0.5,1.1134633452605485,1.75,0.3,11.398032445023016,0.0,1.25,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,EWR,Newark Airport,EWR,zero_distance
2,2024-01-02 07:20:48,2024-01-02 07:23:48,0.0,3.170989315776273,3.0,Y,167,21,1,9.211179730890318,0.0,0.5,1.2353784420024274,0.0,0.3,11.746558172892748,0.0,1.25,Bronx,Morrisania/Melrose,Boro Zone,Brooklyn,Bensonhurst East,Boro Zone,zero_passengers
1,2024-01-02 08:54:01,2024-01-02 09:59:01,5.0,0.0,1.0,N,38,93,2,29.41029392054333,0.0,0.5,0.0,0.0,0.3,30.710293920543332,0.0,1.25,Queens,Cambria Heights,Boro Zone,Queens,Flushing Meadows-Corona Park,Boro Zone,zero_distance
1,2024-01-02 10:16:03,2024-01-02 11:23:03,1.0,3.594277448547941,4.0,N,49,182,2,-1.0,1.0,0.5,0.0,0.0,0.3,11.352813915366026,0.0,1.25,Brooklyn,Clinton Hill,Boro Zone,Bronx,Parkchester,Boro Zone,negative_fare
2,2024-01-02 12:31:38,2024-01-02 13:28:38,2.0,3.142333522235218,1.0,Y,152,251,3,-1.0,1.0,0.5,0.0,1.75,0.3,14.817326340026554,2.5,1.25,Manhattan,Manhattanville,Boro Zone,Staten Island,Westerleigh,Boro Zone,negative_fare
1,2024-01-02 17:43:01,2024-01-02 18:23:01,0.0,1.4270132844093326,1.0,Y,11,116,2,7.080469019926512,0.0,0.5,0.0,0.0,0.3,8.380469019926512,0.0,1.25,Brooklyn,Bath Beach,Boro Zone,Manhattan,Hamilton Heights,Boro Zone,zero_passengers
2,2024-01-02 18:03:14,2024-01-02 19:33:14,4.0,0.0,1.0,N,39,154,3,5.692636081446882,0.0,0.5,0.0,0.0,0.3,6.992636081446882,2.5,1.25,Brooklyn,Canarsie,Boro Zone,Brooklyn,Marine Park/Floyd Bennett Field,Boro Zone,zero_distance
2,2024-01-02 18:13:59,2024-01-02 18:28:59,0.0,4.786215044960239,1.0,N,255,15,2,20.479378066419162,0.0,0.5,0.0,0.0,0.3,21.779378066419163,2.5,0.0,Brooklyn,Williamsburg (North Side),Boro Zone,Queens,Bay Terrace/Fort Totten,Boro Zone,zero_passengers
1,2024-01-02 18:47:39,2024-01-02 19:27:39,0.0,1.8080390518084772,2.0,Y,116,107,2,9.216457613428304,1.0,0.5,0.0,0.0,0.3,10.516457613428305,0.0,1.25,Manhattan,Hamilton Heights,Boro Zone,Manhattan,Gramercy,Yellow Zone,zero_passengers
2,2024-01-02 19:36:19,2024-01-02 20:24:19,0.0,2.492580589302499,1.0,N,169,53,1,11.245618573377989,0.0,0.5,1.728925214849572,0.0,0.3,14.274543788227561,2.5,1.25,Bronx,Mount Hope,Boro Zone,Queens,College Point,Boro Zone,zero_passengers
2,2024-01-02 19:59:26,2024-01-02 20:51:26,0.0,0.8714983608150471,1.0,Y,88,248,1,6.269995264128768,1.0,0.5,0.7166231138585044,0.0,0.3,8.286618377987272,0.0,1.25,Manhattan,Financial District South,Yellow Zone,Bronx,West Farms/Bronx River,Boro Zone,zero_passengers
1,2024-01-02 23:20:42,2024-01-02 23:41:42,2.0,2.4500114875112704,3.0,Y,237,99,3,-1.0,0.5,0.5,0.0,0.0,0.3,12.574865103239395,2.5,1.25,Manhattan,Upper East Side South,Yellow Zone,Staten Island,Freshkills Park,Boro Zone,negative_fare
2,2024-01-03 01:09:39,2024-01-03 02:19:39,1.0,1.5794240230588772,3.0,Y,124,252,2,-1.0,1.0,0.5,0.0,6.55,0.3,12.867068217432426,2.5,1.25,Queens,Howard Beach,Boro Zone,Queens,Whitestone,Boro Zone,negative_fare
2,2024-01-03 02:35:39,2024-01-03 02:45:39,2.0,0.0,2.0,N,25,182,1,24.354673835506787,0.0,0.5,2.973695278591742,0.0,0.3,28.62836911409853,0.0,0.0,Brooklyn,Boerum Hill,Boro Zone,Bronx,Parkchester,Boro Zone,zero_distance
2,2024-01-03 06:55:18,2024-01-03 08:15:18,6.0,0.0,1.0,Y,25,54,3,8.055677531885138,1.0,0.5,0.0,0.0,0.3,9.355677531885139,0.0,0.0,Brooklyn,Boerum Hill,Boro Zone,Brooklyn,Columbia Street,Boro Zone,zero_distance
1,2024-01-03 07:22:21,2024-01-03 08:47:21,0.0,1.0445152099138657,2.0,N,25,232,1,2.5,1.0,0.5,0.2956341751367859,6.55,0.3,10.645634175136786,0.0,0.0,Brooklyn,Boerum Hill,Boro Zone,Manhattan,Two Bridges/Seward Park,Yellow Zone,zero_passengers
1,2024-01-03 08:56:42,2024-01-03 09:10:42,0.0,1.3948416749798942,3.0,Y,141,191,2,4.983462050492043,0.5,0.5,0.0,0.0,0.3,6.283462050492043,0.0,0.0,Manhattan,Lenox Hill West,Yellow Zone,Queens,Queens Village,Boro Zone,zero_passengers
2,2024-01-03 14:27:37,2024-01-03 15:02:37,0.0,0.49516012419527267,4.0,Y,173,39,2,5.1927995016521376,1.0,0.5,0.0,1.75,0.3,8.242799501652138,2.5,0.0,Queens,North Corona,Boro Zone,Brooklyn,Canarsie,Boro Zone,zero_passengers
2,2024-01-03 14:47:57,2024-01-03 16:05:57,0.0,6.592772166867603,1.0,Y,1,96,1,19.04530889772481,0.5,0.5,3.014156521408732,0.0,0.3,23.359465419133542,0.0,1.25,EWR,Newark Airport,EWR,Queens,Forest Park/Highland Park,Boro Zone,zero_passengers
2,2024-01-03 16:55:35,2024-01-03 17:08:35,5.0,0.0,5.0,Y,203,109,2,5.197572332381059,0.0,0.5,0.0,6.55,0.3,13.047572332381058,2.5,0.0,Queens,Rosedale,Boro Zone,Staten Island,Great Kills,Boro Zone,zero_distance
2,2024-01-03 17:54:31,2024-01-03 18:42:31,1.0,0.9997392105321591,1.0,N,112,17,1,-1.0,0.5,0.5,0.9915649707934071,6.55,0.3,14.415329228531665,0.0,0.0,Brooklyn,Greenpoint,Boro Zone,Brooklyn,Bedford,Boro Zone,negative_fare
1,2024-01-03 19:00:31,2024-01-03 19:37:31,4.0,3.3973905502541184,2.0,Y,13,116,1,-1.0,0.0,0.5,0.7592224089267714,1.75,0.3,10.861897847868477,0.0,1.25,Manhattan,Battery Park City,Yellow Zone,Manhattan,Hamilton Heights,Boro Zone,negative_fare
2,2024-01-03 21:43:58,2024-01-03 22:29:58,3.0,3.7302795202476835,2.0,Y,201,140,1,-1.0,0.5,0.5,1.1911287863701732,1.75,0.3,14.685776812874565,0.0,1.25,Queens,Rockaway Park,Boro Zone,Manhattan,Lenox Hill East,Yellow Zone,negative_fare
1,2024-01-03 21:50:45,2024-01-03 23:01:45,0.0,0.11270886817673276,2.0,N,97,90,1,2.95890271073734,0.0,0.5,0.7280352258280651,1.75,0.3,6.736937936565405,2.5,1.25,Brooklyn,Fort Greene,Boro Zone,Manhattan,Flatiron,Yellow Zone,zero_passengers
2,2024-01-03 22:09:20,2024-01-03 22:25:20,0.0,1.0814175745597179,2.0,Y,229,144,2,8.238894620816804,1.0,0.5,0.0,6.55,0.3,16.088894620816806,2.5,0.0,Manhattan,Sutton Place/Turtle Bay North,Yellow Zone,Manhattan,Little Italy/NoLiTa,Yellow Zone,zero_passengers
2,2025-06-01 00:00:00,2024-01-03 23:45:08,1.0,3.9992921920257434,3.0,Y,239,12,1,10.88180511528982,1.0,0.5,1.1424163637124154,1.75,0.3,15.074221479002237,2.5,1.25,Manhattan,Upper West Side South,Yellow Zone,Manhattan,Battery Park,Yellow Zone,future_date
1,2024-01-04 01:00:30,2024-01-04 01:33:30,1.0,0.0,4.0,Y,157,248,1,8.918107143313074,0.0,0.5,1.469749116786981,6.55,0.3,18.237856260100056,0.0,1.25,Queens,Maspeth,Boro Zone,Bronx,West Farms/Bronx River,Boro Zone,zero_distance
2,2025-06-01 00:00:00,2024-01-04 02:22:39,2.0,1.1201953125183328,1.0,Y,108,102,2,4.135108571211538,0.5,0.5,0.0,0.0,0.3,5.435108571211538,0.0,0.0,Brooklyn,Gravesend,Boro Zone,Queens,Glendale,Boro Zone,future_date
2,2025-06-01 00:00:00,2024-01-04 02:40:24,1.0,4.591168952179151,1.0,N,44,142,1,16.214276333149563,0.0,0.5,2.285894959071323,0.0,0.3,19.800171292220888,2.5,1.25,Staten Island,Charleston/Tottenville,Boro Zone,Manhattan,Lincoln Square East,Yellow Zone,future_date
2,2024-01-04 02:42:01,2024-01-04 03:00:01,5.0,0.0,1.0,Y,192,249,3,4.828707311698695,0.0,0.5,0.0,0.0,0.3,6.128707311698695,2.5,0.0,Queens,Queensboro Hill,Boro Zone,Manhattan,West Village,Yellow Zone,zero_distance
2,2024-01-04 04:14:00,2024-01-04 05:28:00,1.0,3.7119414032390945,5.0,Y,172,183,3,-1.0,1.0,0.5,0.0,0.0,0.3,14.081435471360015,0.0,0.0,Staten Island,New Dorp/Midland Beach,Boro Zone,Bronx,Pelham Bay,Boro Zone,negative_fare
2,2024-01-04 04:20:05,2024-01-04 05:18:05,4.0,1.0246283762451043,1.0,N,89,232,2,-1.0,1.0,0.5,0.0,0.0,0.3,9.048464584210489,0.0,0.0,Brooklyn,Flatbush/Ditmas Park,Boro Zone,Manhattan,Two Bridges/Seward Park,Yellow Zone,negative_fare
2,2024-01-04 04:56:02,2024-01-04 06:18:02,5.0,0.0,1.0,N,221,83,2,3.3975312061097607,1.0,0.5,0.0,6.55,0.3,11.24753120610976,0.0,1.25,Staten Island,Stapleton,Boro Zone,Queens,Elmhurst/Maspeth,Boro Zone,zero_distance
2,2024-01-04 05:53:49,2024-01-04 07:16:49,0.0,1.031071808747891,3.0,Y,49,215,1,6.558431739771504,1.0,0.5,0.7469723049558964,0.0,0.3,8.6054040447274,2.5,0.0,Brooklyn,Clinton Hill,Boro Zone,Queens,South Jamaica,Boro Zone,zero_passengers
2,2024-01-04 07:50:34,2024-01-04 08:29:34,2.0,0.34044134978070684,1.0,Y,62,96,2,-1.0,1.0,0.5,0.0,1.75,0.3,7.086565740773156,0.0,0.0,Brooklyn,Crown Heights South,Boro Zone,Queens,Forest Park/Highland Park,Boro Zone,negative_fare
1,2024-01-04 08:08:59,2024-01-04 08:36:59,0.0,5.307797604095562,3.0,N,209,164,1,16.174133097811403,0.5,0.5,3.9396755174652744,0.0,0.3,21.41380861527668,0.0,1.25,Manhattan,Seaport,Yellow Zone,Manhattan,Midtown South,Yellow Zone,zero_passengers
1,2024-01-04 09:49:20,2024-01-04 11:15:20,5.0,2.1686615246900747,4.0,Y,200,60,2,-1.0,1.0,0.5,0.0,1.75,0.3,11.005336731071484,2.5,0.0,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,Bronx,Crotona Park East,Boro Zone,negative_fare
2,2024-01-04 12:35:27,2024-01-04 12:51:27,5.0,6.42852290872573,1.0,Y,125,12,3,-1.0,0.0,0.5,0.0,0.0,0.3,23.645511469472467,0.0,1.25,Manhattan,Hudson Sq,Yellow Zone,Manhattan,Battery Park,Yellow Zone,negative_fare
1,2024-01-04 13:25:22,2024-01-04 14:53:22,4.0,5.341015867928122,1.0,Y,164,62,1,-1.0,1.0,0.5,2.0095372725071687,0.0,0.3,18.498288251477017,0.0,0.0,Manhattan,Midtown South,Yellow Zone,Brooklyn,Crown Heights South,Boro Zone,negative_fare
1,2024-01-04 13:29:37,2024-01-04 13:49:37,1.0,0.4156617840230704,1.0,Y,169,263,1,-1.0,1.0,0.5,0.9128738815380171,0.0,0.3,10.63998466864277,2.5,0.0,Bronx,Mount Hope,Boro Zone,Manhattan,Yorkville West,Yellow Zone,negative_fare
2,2024-01-04 14:37:47,2024-01-04 15:40:47,0.0,7.107201170768523,1.0,N,32,216,1,24.10893917779187,0.0,0.5,2.5131450819935406,1.75,0.3,29.67208425978541,2.5,0.0,Bronx,Bronxdale,Boro Zone,Queens,South Ozone Park,Boro Zone,zero_passengers
2,2024-01-04 16:42:17,2024-01-04 16:49:17,0.0,2.7563231126469643,1.0,Y,243,45,1,10.368243580402563,1.0,0.5,1.2527962881842847,0.0,0.3,12.921039868586849,0.0,1.25,Manhattan,Washington Heights North,Boro Zone,Manhattan,Chinatown,Yellow Zone,zero_passengers
2,2024-01-04 23:03:14,2024-01-05 00:24:14,6.0,1.5720482114935908,3.0,Y,170,29,1,-1.0,0.5,0.5,0.5488111086360913,1.75,0.3,6.098811108636091,2.5,1.25,Manhattan,Murray Hill,Yellow Zone,Brooklyn,Brighton Beach,Boro Zone,negative_fare
2,2024-01-04 23:03:58,2024-01-05 00:23:58,6.0,0.1,1.0,N,224,26,2,-1.0,0.5,0.5,0.0,0.0,0.3,3.8,0.0,1.25,Manhattan,Stuy Town/Peter Cooper Village,Yellow Zone,Brooklyn,Borough Park,Boro Zone,negative_fare
2,2024-01-05 00:31:08,2024-01-05 01:21:08,1.0,1.6306698620770206,3.0,Y,240,131,2,-1.0,0.0,0.5,0.0,1.75,0.3,9.66538565526542,0.0,1.25,Bronx,Van Cortlandt Park,Boro Zone,Queens,Jamaica Estates,Boro Zone,negative_fare
2,2024-01-05 04:24:36,2024-01-05 04:51:36,1.0,13.79841549878947,1.0,N,20,254,1,-1.0,1.0,0.5,7.099797613717494,1.75,0.3,50.82407843837497,2.5,0.0,Bronx,Belmont,Boro Zone,Bronx,Williamsbridge/Olinville,Boro Zone,negative_fare
1,2024-01-05 05:28:40,2024-01-05 06:12:40,0.0,12.65887821913995,4.0,N,81,117,3,38.122671724949406,1.0,0.5,0.0,0.0,0.3,39.4226717249494,0.0,1.25,Bronx,Eastchester,Boro Zone,Queens,Hammels/Arverne,Boro Zone,zero_passengers
2,2025-06-01 00:00:00,2024-01-05 10:29:11,2.0,0.8085154724030195,3.0,N,31,137,1,8.307625568844484,0.0,0.5,1.610192533730644,6.55,0.3,17.767818102575127,2.5,0.0,Bronx,Bronx Park,Boro Zone,Manhattan,Kips Bay,Yellow Zone,future_date
1,2024-01-05 13:47:40,2024-01-05 15:01:40,1.0,0.13458956355433516,5.0,N,203,156,3,-1.0,0.0,0.5,0.0,0.0,0.3,3.8,2.5,1.25,Queens,Rosedale,Boro Zone,Staten Island,Mariners Harbor,Boro Zone,negative_fare
1,2024-01-05 14:38:31,2024-01-05 15:50:31,1.0,0.0,1.0,Y,216,186,2,19.77801689045426,0.0,0.5,0.0,0.0,0.3,21.07801689045426,0.0,0.0,Queens,South Ozone Park,Boro Zone,Manhattan,Penn Station/Madison Sq West,Yellow Zone,zero_distance
1,2024-01-05 18:58:59,2024-01-05 19:49:59,0.0,1.8630091623388312,1.0,N,163,25,2,7.858911268893042,0.5,0.5,0.0,0.0,0.3,9.158911268893043,2.5,0.0,Manhattan,Midtown North,Yellow Zone,Brooklyn,Boerum Hill,Boro Zone,zero_passengers
2,2024-01-05 22:32:04,2024-01-05 22:44:04,1.0,1.7407056604200597,1.0,Y,235,11,3,-1.0,0.0,0.5,0.0,6.55,0.3,10.95044636189985,0.0,0.0,Bronx,University Heights/Morris Heights,Boro Zone,Brooklyn,Bath Beach,Boro Zone,negative_fare
2,2024-01-05 22:45:38,2024-01-05 22:53:38,1.0,3.46606355814934,1.0,Y,19,248,1,-1.0,0.5,0.5,2.9275357705233227,0.0,0.3,16.075221657042665,0.0,0.0,Queens,Bellerose,Boro Zone,Bronx,West Farms/Bronx River,Boro Zone,negative_fare
2,2024-01-05 23:27:47,2024-01-06 00:03:47,4.0,0.26860028003852976,1.0,N,61,73,1,-1.0,1.0,0.5,1.4437160258260477,1.75,0.3,12.329615845318123,0.0,1.25,Brooklyn,Crown Heights North,Boro Zone,Queens,East Flushing,Boro Zone,negative_fare
1,2024-01-06 01:28:24,2024-01-06 02:23:24,4.0,2.6644768470506763,5.0,N,112,242,2,-1.0,1.0,0.5,0.0,1.75,0.3,14.701893019128779,2.5,0.0,Brooklyn,Greenpoint,Boro Zone,Bronx,Van Nest/Morris Park,Boro Zone,negative_fare
2,2024-01-06 04:10:19,2024-01-06 04:49:19,1.0,0.0,1.0,Y,92,234,1,4.636817476546938,0.0,0.5,0.5742515546145693,0.0,0.3,6.511069031161507,2.5,0.0,Queens,Flushing,Boro Zone,Manhattan,Union Sq,Yellow Zone,zero_distance
2,2025-06-01 00:00:00,2024-01-06 09:32:04,3.0,1.4199339453990043,1.0,N,143,173,1,7.093745054424714,0.5,0.5,1.5516185817309893,0.0,0.3,9.945363636155705,0.0,1.25,Manhattan,Lincoln Square West,Yellow Zone,Queens,North Corona,Boro Zone,future_date
2,2024-01-06 08:26:52,2024-01-06 09:41:52,0.0,6.413864286804699,4.0,N,43,249,1,20.37035357778405,1.0,0.5,2.1466293773768927,1.75,0.3,25.566982955160945,0.0,1.25,Manhattan,Central Park,Yellow Zone,Manhattan,West Village,Yellow Zone,zero_passengers
1,2024-01-06 10:24:10,2024-01-06 11:12:10,1.0,8.159131308266966,3.0,N,67,205,1,-1.0,1.0,0.5,4.06071066824579,0.0,0.3,26.907802361203196,0.0,1.25,Brooklyn,Dyker Heights,Boro Zone,Queens,Saint Albans,Boro Zone,negative_fare
1,2024-01-06 12:18:03,2024-01-06 12:34:03,2.0,2.298422608116698,5.0,Y,221,187,2,-1.0,1.0,0.5,0.0,0.0,0.3,11.25020657318939,0.0,1.25,Staten Island,Stapleton,Boro Zone,Staten Island,Port Richmond,Boro Zone,negative_fare
1,2024-01-06 13:18:47,2024-01-06 13:45:47,2.0,2.5609002385360577,2.0,N,250,105,3,-1.0,0.0,0.5,0.0,6.55,0.3,15.571567557937195,2.5,0.0,Bronx,Westchester Village/Unionport,Boro Zone,Manhattan,Governor's Island/Ellis Island/Liberty Island,Yellow Zone,negative_fare
2,2024-01-06 14:00:38,2024-01-06 14:06:38,2.0,4.405147667889674,2.0,N,95,245,1,-1.0,1.0,0.5,2.353751860020483,0.0,0.3,17.73252765326353,2.5,0.0,Queens,Forest Hills,Boro Zone,Staten Island,West Brighton,Boro Zone,negative_fare
2,2024-01-06 14:02:31,2024-01-06 14:53:31,0.0,3.4638708996790064,1.0,N,241,228,3,10.438630001508132,0.5,0.5,0.0,0.0,0.3,11.738630001508133,0.0,1.25,Bronx,Van Cortlandt Village,Boro Zone,Brooklyn,Sunset Park West,Boro Zone,zero_passengers
1,2024-01-06 14:27:16,2024-01-06 15:18:16,1.0,2.93668485245283,5.0,N,22,55,1,-1.0,1.0,0.5,2.0574948238810653,0.0,0.3,14.1724276619723,0.0,0.0,Brooklyn,Bensonhurst West,Boro Zone,Brooklyn,Coney Island,Boro Zone,negative_fare
2,2024-01-06 15:54:23,2024-01-06 17:19:23,3.0,0.0,1.0,Y,143,97,1,10.634867042196142,1.0,0.5,2.164230024499325,1.75,0.3,15.849097066695467,2.5,1.25,Manhattan,Lincoln Square West,Yellow Zone,Brooklyn,Fort Greene,Boro Zone,zero_distance
2,2024-01-06 15:55:00,2024-01-06 17:11:00,4.0,0.9067535210347688,1.0,N,62,83,1,-1.0,1.0,0.5,0.6764586633689517,0.0,0.3,5.434010159720662,0.0,0.0,Brooklyn,Crown Heights South,Boro Zone,Queens,Elmhurst/Maspeth,Boro Zone,negative_fare
1,2024-01-06 20:28:14,2024-01-06 20:46:14,2.0,0.6272245645727428,1.0,N,144,43,1,-1.0,0.5,0.5,0.7884129901356491,0.0,0.3,5.745013735117392,0.0,1.25,Manhattan,Little Italy/NoLiTa,Yellow Zone,Manhattan,Central Park,Yellow Zone,negative_fare
